,"MLL,CHUK",RIMS2,"C15orf42,JAK2",MUC16,FLNB,LRP2,"ZNF498,LRRTM4",PPP1R3B,ITGB2,GCK,"KIAA0427,GABRA1",A2M,"CACNA1A,MAP4","NACAD,VIPR2",DBF4B,BAZ1B,"CNOT10,PRKAR1B",THRA,PHF19
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
A61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
D42,0.0,0.0,0.0,0.7440441333333335,0.0,0.0,0.975596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.539528,0.0,0.0
D53,0.0,0.0,0.0,0.794996,0.0,0.0,0.741718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9965785,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
D52,0.0,0.0,0.0,0.66653,0.0,0.0,0.819846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88535,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
D62,0.0,0.0,0.0,0.693442,0.0,0.0,0.856909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30303,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
A63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
D33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
D42,0.0,0.0,0.0,0.7440441333333335,0.0,0.0,0.975596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.539528,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
D52,0.0,0.0,0.0,0.66653,0.0,0.0,0.819846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88535,0.0
D52,0.0,0.0,0.0,0.66653,0.0,0.0,0.819846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88535,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
D61,0.0,0.0,0.0,1.0,0.0,0.0,0.790614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918059,0.0,0.0
D61,0.0,0.0,0.0,1.0,0.0,0.0,0.790614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918059,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
A64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
D32,0.0,0.0,0.0,0.848482,0.0,0.0,0.99805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.840578,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
D41,0.0,0.0,0.0,0.706006,0.0,0.0,0.83148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899748,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
D51,0.0,0.0,0.0,0.684154,0.0,0.0,0.834714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.858916,0.0
D51,0.0,0.0,0.0,0.684154,0.0,0.0,0.834714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.858916,0.0
D67,0.0,0.0,0.0,0.86502,0.0,0.0,0.976394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82488,0.0
D67,0.0,0.0,0.0,0.86502,0.0,0.0,0.976394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82488,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
A41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
D24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D32,0.0,0.0,0.0,0.848482,0.0,0.0,0.99805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.840578,0.0
D31,0.0,0.0,0.0,0.826756,0.0,0.0,0.918828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67367,0.0
D31,0.0,0.0,0.0,0.826756,0.0,0.0,0.918828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67367,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
D40,0.0,0.0,0.0,0.670038,0.0,0.0,0.728304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.940402,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
D66,0.0,0.0,0.0,0.801904,0.0,0.0,0.788272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93632,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
D60,0.0,0.0,0.0,0.890986,0.0,0.0,0.950434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9136584999999999,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
D24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
D31,0.0,0.0,0.0,0.826756,0.0,0.0,0.918828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67367,0.0
D31,0.0,0.0,0.0,0.826756,0.0,0.0,0.918828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67367,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
D40,0.0,0.0,0.0,0.670038,0.0,0.0,0.728304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.940402,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
D50,0.0,0.0,0.0,0.750642,0.0,0.0,0.732896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984264,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
D66,0.0,0.0,0.0,0.801904,0.0,0.0,0.788272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93632,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A66,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A66,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
A32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
D30,0.0,0.0,0.0,0.651598,0.0,0.0,0.742756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.798584,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
D39,0.0,0.0,0.0,0.811916,0.0,0.0,0.800644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921394,0.0
D39,0.0,0.0,0.0,0.811916,0.0,0.0,0.800644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921394,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
D49,0.0,0.0,0.0,0.709248,0.0,0.0,0.846844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D49,0.0,0.0,0.0,0.709248,0.0,0.0,0.846844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D65,0.0,0.0,0.0,0.716276,0.0,0.0,0.853914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82961,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
D59,0.0,0.0,0.0,0.6788,0.0,0.0,0.993654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22086,0.833808
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,,,,,,,,,,,,,,,,,,,
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interpolated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
